ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,uutt  ccrrw  hhooouttqll,tvvrmmeemtt  --jzoottaallkssttfccttoorrqttpiitt,al_pn-5c,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,92%,196 patients,al_pn-5c
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,acute care hospitals,tww,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),80%,147 patients,al_pn-6
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,,houston,3347938701,,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,84%,160 patients,
10001,southeast alabama medical center,,,,dothan,al,72%,,3347938701,acute care hospitals,10001,hss,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,72%,79 patients,al_scip-card-2
dothan,pieeaassr  aallsmmaakrddccqovmgeerr,1108 ross clark circle,,,dothan,al,36302,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,government - hospital district or authority,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94%,399 patients,ll__avuo--onn
,southeast alabama medical center,1108 ross clark circle,,,dothan,aall,yes,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,405 patients,al_scip-inf-2
1108 ross clark circle,southeast alabama medical center,1108 ross clark circle,,,dothan,o,36302,houston,3347938701,acute care hospitals,southeast alabama medical center,yes,surgical infection prevention,scip-inf-3,sstggeeppaattiissjaee  owvvwtt  aannttubboooyxadwwttooppwdd  rgrtgghhr  gmmw((skiib44yjaattrr  aitgg,88%,385 patients,al_scip-inf-3
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,eerrmmeemtt--jidoyaaddwtttiivy  oo  quuyoorriittyy,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,96%,136 patients,al_scip-inf-4
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,dfggeee  ppaayiieerdeeeeeiinnggyaae  nivvddd  ffeoommghhwzefiisll  rrseeprr  jevdglyqaaermmvvddjnnhs  dsfkdttjooroeettex  ccopppprr  jaakfrrmmoovvqofeemmccnnitt  aa  eoo,90%,537 patients,al_scip-inf-6
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,houston,ccupp--vvtt--11,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86%,185 patients,al_scip-vte-1
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,,36302,houston,3347938701,acute care hospitals,dothan,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,83%,184 patients,oubd
government - hospital district or authority,marshall medical center south,2505 u s highway 431 north,,,boaz,al,80%,marshall,225555998811,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,80%,20 patients,al_ami-1
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,10005,marshall medical center south,heart attack,ami-2,,60%,5 patients,al_ami-2
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,marshall medical center south,35957,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),226699331100,acute care hospitals,,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,2 patients,al_ami-3
110000,marshall medical center south,2505 u s highway 431 north,,,boaz,al,33995577,marshall medical center south,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,,0 patients,al_ami-4
,marshall medical center south,2505 u s highway 431 north,,,boaz,,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,5 patients,al_ami-5
,marshall medical center south,2505 u s highway 431 north,,,boaz,sll,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10005,mmqzollmmeeo  xjttdessoojyy,2505 u s highway 431 north,,,boaz,al,35957,marshall,2233883311,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,,,0 patients,yes
10005,marshall medical center south,2505 u s highway 431 north,,,government - hospital district or authority,al,35957,mmsrrssqoll,2565938310,acute care hospitals,government - hospital district or authority,yes,,hf-1,heart failure patients given discharge instructions,78%,110 patients,al_hf-1
al,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,,99%,160 patients,al_hf-2
10005,35957,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,marshall,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90%,69 patients,al_hf-3
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al_hf-4,35957,marshall,66559933883311,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,94%,34 patients,al_hf-4
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,172 patients,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97%,172 patients,al_pn-2
10005,marshall medical center south,2505 u s highway 431 north,,,is,al,35957,marshall,pneumonia,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,97%,120 patients,al_pn-3b
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,97%,98 patients,al_pn-4
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,211 patients,al_pn-5c
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,,35957,marshall,2565938310,,government - hospital district or authority,yes,pneumonia,pn-6,,92%,175 patients,al_pn-6
10005,marshall medical center south,,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,81%,118 patients,al_pn-7
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,36%,14 patients,al_scip-card-2
10005,marshall medical center south,2200  i  ss  iiggaau3311oorryhh,,,boaz,al,acute care hospitals,ahhk,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96%,168 patients,al_scip-inf-1
10005,marshall medical center south,93%,,,boaz,al,35957,marshall,government - hospital district or authority,acute care hospitals,10005,yes,,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,167 patients,al_scip-inf-2
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,aak,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),95%,158 patients,al_scip-inf-3
10005,,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,,government - hospital district or authority,marshall,surgical infection prevention,scip-inf-4,aahheeqtgrreerryyppywnnss  soow  nkoo  vaatooggouuccoossee))  d  ott  uuxeeeggidd  foonntt  iibee  syy  evhhtt  qtte  eggt,,0 patients,al_scip-inf-4
,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,237 patients,al_scip-inf-6
110055,,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,78%,76 patients,2505 u s highway 431 north
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,,acute care hospitals,government - hospital district or authority,yes,,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,74%,76 patients,10005
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,97%,159 patients,
10006,eliza coffee memorial hospital,205 marengo street,,,florence,aa,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,96%,heart attack patients given aspirin at discharge,96%,247 patients,al_ami-2
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,oollittqtmppfooffiir--rbrr,yes,,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,43 patients,al_ami-3
10006,,205 marengo street,,,florence,al,35631,,,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-4,ws  gaavppqiieennttwggkvv  wlumgg  cceedrupjaaskee//xluunnoiijv,100%,103 patients,al_ami-4
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,96%,227 patients,al_ami-5
10006,eliza coffee memorial hospital,205 marengo street,,,,al,35631,,2567688400,,voluntary non-profit - other,yes,gdy  raaccl,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,
florence,eliza coffee memorial hospital,205 marengo street,,,florence,,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,mmo88s,heart attack patients given pci within 90 minutes of arrival,98%,61 patients,heart attack patients given pci within 90 minutes of arrival
10006,eliza coffee memorial hospital,205 marengo street,,,,al,35631,,2567688400,aattee  fqed  boowppiiaall,voluntary non-profit - other,yes,heart failure,,,79%,217 patients,al_hf-1
10006,eliza coffee memorial hospital,205 marengo street,,,florence,k,35631,lauderdale,2567688400,acute care hospitals,florence,yes,205 marengo street,hf-2,hheeqey  ffaarrqttobrss  gggdbnneevvqlloom  irlleegeemfjaarr  ssyyssoolliicc  ((kduubfii,97%,259 patients,al_hf-2
10006,eliza coffee memorial hospital,,,,,al,35631,lauderdale,55888844,,voluntary non-profit - other,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),82%,84 patients,al_hf-3
10006,eliza coffee memorial hospital,nrreemggooattteey,,,florence,al,35631,lauderdale,,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,53 patients,al_hf-4
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,90%,174 patients,al_pn-2
10006,eliza coffee memorial hospital,22  mmaann  ssyrrwdtt,,,florence,al,33,lauderdale,,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,95%,137 patients,al_pn-3b
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,65 patients,al_pn-4
10006,eliza coffee memorial hospital,205 marengo street,,,pneumonia,al,663311,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,200 patients,
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),91%,138 patients,al_pn-6
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,88%,85 patients,al_pn-7
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,al,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,96%,107 patients,al_scip-card-2
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,,2567688400,acute care hospitals,voluntary non-profit - other,yes,,ccii--ff--,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,457 patients,al_scip-inf-1
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,3355,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,,,scip-inf-2,wuueggeerru  ppaaiieemy  wwhhpqrrwfiivveenn  tvgiidd    aagkbbiir  hhee  ofwgeennttiinnffrvttiinn,99%,462 patients,al_scip-inf-2
10006,eliza coffee memorial hospital,205 marengo street,,,,al,35631,35631,al,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,aiio--nnr33,,94%,439 patients,al_scip-inf-3
205 marengo street,,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,,yes,,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,89%,130 patients,al_scip-inf-4
10006,,205 marengo street,,,florence,al,35631,,2567688400,acute care hospitals,voluntary non-profit - other,yes,ssuurrggiiccaao  unnffoonn  ppwrgnn,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,619 patients,s__wccok--
10006,,242 patients,,,florence,al,556633,lauderdale,5566776688,acute care hospitals,voluntary non-profit - other,,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95%,242 patients,al_scip-vte-1
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,ssiipp--vvttee22,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,92%,242 patients,al_scip-vte-2
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,60%,,heart attack patients given aspirin at arrival,60%,5 patients,al_ami-1
10007,mizell memorial hospital,702 n main st,,,,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,ami-2,ami-2,heart attack patients given aspirin at discharge,50%,2 patients,al_ami-2
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,0 patients,al_ami-3
10007,mizell memorial hospital,702 n main st,,,opp,,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,,0 patients,702 n main st
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,ami-5,acute care hospitals,voluntary non-profit - private,36467,heart attack,ami-5,heart attack patients given beta blocker at discharge,100%,2 patients,al_ami-5
10007,mizell memorial hospital,00jmmqu  a,,,opp,,36467,00jmmqu  a,3344933541,,,no,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10007,mizell memorial hospital,702 n main st,,,opp,,6677,covington,444455,,voluntary non-profit - private,,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
10007,mizell memorial hospital,702 n main st,,,702 n main st,al,,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-1,,98%,59 patients,
10007,mizell memorial hospital,,,,opp,al,36467,covington,3344933541,acute care hospitals,uurrr  nnp--pff    ,no,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,87%,76 patients,al_hf-2
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),64%,14 patients,
10007,mizell memorial hospital,702 n main st,,,702 n main st,702 n main st,36467,,3344933541,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-4,opp,100%,8 patients,al_hf-4
10007,mizell memorial hospital,702 n main st,,,opp,ll,36467,covington,33449944,acute care hospitals,voluntary non-profit - private,702 n main st,covington,pn-2,pneumonia patients assessed and given pneumococcal vaccination,87%,85 patients,al_pn-2
mizell memorial hospital,mizell memorial hospital,702 n main st,,,al_pn-3b,o,,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,no,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,78%,64 patients,al_pn-3b
10007,mizell memorial hospital,702 n main st,,,opp,al,,covington,3344933541,quuttee  vtwbpasll,,no,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,28 patients,al_pn-4
0077,mizell memorial hospital,702 n main st,,,opp,,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,pneumonia,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95%,87 patients,al_pn-5c
10007,mizell memorial hospital,pn-6,,,opp,al,36467,covington,3344933541,acute care hospitals,,no,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),88%,57 patients,
10007,mizell memorial hospital,702 n main st,,,opp,aak,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-7,al_pn-7,90%,63 patients,al_pn-7
10007,mizell memorial hospital,702 n main st,,,,ll,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,91%,11 patients,al_scip-card-2
10007,,00  nn  knn  dr,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,101 patients,al_scip-inf-1
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,91%,101 patients,qkccor22
000077,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,accpp--ff--,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,100 patients,al_scip-inf-3
10007,mizell memorial hospital,702 n main st,,,,al,36467,covington,449933,acute care hospitals,voluntary non-profit - private,surgical infection prevention,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,
