ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
10019,helen keller memorial hospital,1300 south montgomery avenue,,,zyffciieellx,hf-1,35660,jefferson,2563864556,acute care hospitals,,,heart failure,hf-1,heart failure patients given discharge instructions,80%,114 patients,
10019,helen keller memorial hospital,1100zoo  inngglmmwhvvrb,,,sheffield,k,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,149 patients,s--22
10019,hhwnn  ldllkneeooqkypps,1300 south montgomery avenue,,,sheffield,al,,jefferson,2563864556,2563864556,government - hospital district or authority,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),92%,37 patients,al_hf-3
10019,helen keller memorial hospital,113300ssoojttbbglkdrruqvvdd,,,ssrcuwll,al,35660,jefferson,2563864556,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,,100%,41 patients,
10001,southeast alabama medical center,,,,dothan,al,36302,houston,33779933887711,houston,government - hospital district or authority,yes,rrttttttcckk,ami-1,heart attack patients given aspirin at arrival,98%,270 patients,al_ami-1
10001,southeast alabama medical center,southeast alabama medical center,,,dothan,,36302,houston,,acute care hospitals,,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,99%,516 patients,houston
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,71 patients,sllsk--
10001,southeast alabama medical center,1108 ross clark circle,,,100%,,663322,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,244 patients,663322
,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,99%,441 patients,al_ami-5
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,1108 ross clark circle,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,heart attack,heart attack patients given fibrinolytic medication within 30 minutes of arrival,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,,40 patients,houston,3347938701,,government - hospital district or authority,yes,heart attack,ami-8a,,72%,40 patients,al_ami-8a
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,1108 ross clark circle,acute care hospitals,government - hospital district or authority,yes,yes,hf-1,heart failure patients given discharge instructions,78%,455 patients,
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,,36302,yes,3347938701,acute care hospitals,government - hospital district or authority,yes,,,,99%,514 patients,al_hf-2
10001,southeast alabama medical center,1108 ross clark circle,,,hf-3,al,36302,houston,1108 ross clark circle,acute care hospitals,southeast alabama medical center,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),91%,165 patients,al_hf-3
,southeast alabama medical center,11  rrss  llqrrfcc,,,dothan,al,0022,uuttoo,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,110 patients,al_hf-4
10001,,1108 ross clark circle,,,191 patients,al,36302,houston,,acute care hospitals,government - hospital district or authority,yes,,pn-2,pneumonia patients assessed and given pneumococcal vaccination,93%,191 patients,
,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,,pneumonia,,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,125 patients,
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,,36302,,3347938701,acute care hospitals,government - hospital district or authority,yes,pn-4,pn-4,pn-4,99%,107 patients,al_pn-4
10001,southeast alabama medical center,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,,,,al,,houston,3347938701,acute care hospitals,10001,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,92%,196 patients,al_pn-5c
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,government - hospital district or authority,pneumonia,onn--66,pneumonia patients given the most appropriate initial antibiotic(s),80%,147 patients,al_pn-6
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,,houston,dothan,acute care hospitals,government - hospital district or authority,,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,84%,160 patients,al_pn-7
,southeast alabama medical center,1108 ross clark circle,,,ddlgaann,al,36302,houston,3347938701,acute care hospitals,,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,72%,79 patients,al_scip-card-2
1111,,1111,,,dothan,qo,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yyw,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,94%,399 patients,al_scip-inf-1
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,,3347938701,acute care hospitals,government - hospital district or authority,,wuuq  ffeevttooo  rrdvveennyuoob,scip-inf-2,government - hospital district or authority,98%,405 patients,al_scip-inf-2
,southeast alabama medical center,1108 ross clark circle,,,dothan,,36302,houston,3347938701,acute care hospitals,1108 ross clark circle,yes,,,houston,88%,385 patients,al_scip-inf-3
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,aao,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,houston,scip-inf-4,,96%,136 patients,136 patients
10001,southeast alabama medical center,government - hospital district or authority,,,dothan,al,36302,houston,,acute care hospitals,government - hospital district or authority,al,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),90%,537 patients,al_scip-inf-6
,southeast alabama medical center,11110088rr  llaarri  ftxll,,,dothan,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,irrraakeett  yood  ddpp  exrteedd  tteeeaageejttattoopprrdmrbblloopf  xklgw  sffgeerrccrrgaaumttyyppeeassfggtow,86%,185 patients,al_scip-vte-1
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,buuzyl,3347938701,xuuttdxrr  hhwiiraao,government - hospital district or authority,,surgical infection prevention,scip-vte-2,sojss  gi  ggoottrrwqmmrnntt    aa  yrrggbyttiiee((uuj  22  oouurrzdfftr  oorr  ryftteeuuggdrru  pro  oteenntt  bbkoopddxllpttdsffttwt  ccrrttunn  uppeeooff  duurrggd,83%,184 patients,al_scip-vte-2
20 patients,marshall medical center south,boaz,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,80%,20 patients,al_ami-1
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,kszqk,556655331100,acute care hospitals,government - hospital district or authority,yyrd,,ami-2,heart attack patients given aspirin at discharge,60%,5 patients,ssmmu--22
10005,marshall medical center south,2505 u s highway 431 north,,,,al,,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),100%,2 patients,al_ami-3
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,,2565938310,,ggrrnnkeejy  --gloiittsllsuwexg  l  qiyk,yes,heart attack,ami-4,heart attack,,0 patients,ami-4
10005,marshall medical center south,2505 u s highway 431 north,,,,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,,ami-5,heart attack patients given beta blocker at discharge,100%,5 patients,al_ami-5
10005,krrjaaonddaallcceemwt  tthh,00uuhhogggwwaa44tb,,,,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,,acute care hospitals,government - hospital district or authority,,heart attack,ami-8a,marshall,,0 patients,al_ami-8a
10005,110 patients,government - hospital district or authority,,,,al,,nrrssgo,22665599881100,aai  ccqthhoooyqo,government - hospital district or authority,yes,heart failure,hf-1,heart failure patients given discharge instructions,78%,110 patients,al_hf-1
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,,35957,marshall,2565938310,acute care hospitals,,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,160 patients,al_hf-2
10005,marshall medical center south,225555  jwhhiiggbaa  4433nnlrrj,,,boaz,al,3355995577,marshall,5533883300,acute care hospitals,government - hospital district or authority,yes,tttaakojew,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90%,69 patients,al_hf-3
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,94%,,acute care hospitals,gglgrnneebtt--ooppugq  uattccy  oot  yyy,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,94%,34 patients,al_hf-4
10005,marshall medical center south,,,,boaz,al,35957,marshall,2565938310,acute care hospitals,,,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,97%,172 patients,al_pn-2
10005,,2505 u s highway 431 north,,,,,35957,marshall,2565938310,35957,government - hospital district or authority,yes,ppbeeioo,marshall,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,97%,120 patients,ppbeeioo
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,,,marshall,2565938310,aafr  faaeebttaaod,pneumonia patients given smoking cessation advice/counseling,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,97%,98 patients,
10005,marshall medical center south,2505 u s highway 431 north,,,,al,335599,marshall,2565938310,acute care hospitals,marshall,yes,pneumonia,,,96%,211 patients,al_pn-5c
10005,marshall medical center south,2505 u s highway 431 north,,,bboo,al,35957,marshall,,2505 u s highway 431 north,government - hospital district or authority,yes,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),92%,175 patients,al_pn-6
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,aak,35957,marshall,2565938310,government - hospital district or authority,government - hospital district or authority,boaz,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,81%,118 patients,al_pn-7
10005,,2505 u s highway 431 north,,,boaz,al,2565938310,marshall,yes,acute care hospitals,government - hospital district or authority,yes,,scip-card-2,acute care hospitals,36%,14 patients,al_scip-card-2
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,,,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96%,168 patients,al_scip-inf-1
0000,,2505 u s highway 431 north,,,ooszz,5566559933883300,35957,marshall,5566559933883300,,government - hospital district or authority,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,167 patients,government - hospital district or authority
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-inf-3,,95%,158 patients,al_scip-inf-3
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,ktssoo,2565938310,aaxwccqrrhhssppiiraakss,,yes,,scip-inf-4,,,0 patients,al_scip-inf-4
10005,marshall medical center south,220055uu  ssyggbwwq  443311  rrtthh,,,boaz,,35957,100%,2565938310,acute care hospitals,government - hospital district or authority,yes,,scip-inf-6,ssuufee  oaaiieed  eerddum  hhaaiirreei  pttee  jvofsaarrheeffp  irrggr  shhaas  hhskt  wmmgrdduuo  wqcee  wrhhldd((ttfcc  oiie  oorrqerrdmmckx  ccbi    rraasoo,100%,237 patients,al_scip-inf-6
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,10005,35957,marshall medical center south,2565938310,,,35957,,,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,78%,76 patients,al_scip-vte-1
10005,marshall medical center south,225500ssiihhhq4411  jpghh,,,sk__ii--vv,al,35957,mmtwbqllll,2565938310,sk__ii--vv,government - hospital district or authority,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,74%,76 patients,sk__ii--vv
10006,rll  fiwmmifo  ypaoyqo,205 marengo street,,,florence,al,rll  fiwmmifo  ypaoyqo,yes,2567688400,acute care hospitals,voluntary non-profit - other,yes,,ami-1,heart attack patients given aspirin at arrival,97%,159 patients,aallaa--11
10006,,205 marengo street,,,florence,al,35631,lauderdale,2567688400,,voluntary non-profit - other,yes,heart attack,ami-2,,96%,247 patients,al_ami-2
11000066,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,tw,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,43 patients,al_ami-3
,eliza coffee memorial hospital,55  aamf  attdee,,,florence,al,,lauderdale,2567688400,acute care hospitals,vvpuuqyy  ooj--rrirtt  oohhwrr,yyrss,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,100%,103 patients,qommo
10006,eelloaaccffrdmmeemmrriiooppgsk,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,96%,227 patients,al_ami-5
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-7a,10006,,0 patients,heart attack
10006,eellfiffd  kmmlrriiaak  hhooooaa,205 marengo street,,,florence,,35631,lauderdale,2567688400,,,yes,hhwqryrccl,ami-8a,heart attack patients given pci within 90 minutes of arrival,98%,61 patients,al_ami-8a
10006,eliza coffee memorial hospital,al_hf-1,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,,hf-1,heart failure patients given discharge instructions,79%,217 patients,al_hf-1
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,,lauderdale,22556677880000,acute care hospitals,voluntary non-profit - other,yes,heart failure,heart failure,heart failure,97%,259 patients,
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,vvkynngsyy  joojorrr  oohhee,yes,heart failure,hf-3,,82%,84 patients,al_hf-3
10006,eliza coffee memorial hospital,heart failure,,,,heart failure,35631,lauderdale,voluntary non-profit - other,acute care hospitals,voluntary non-profit - other,yes,heart failure,hf-4,eeaat  gqklluut  ppiidnnss  kvveennmmiiggeessssaai  qddovw//ccynnssllnn,100%,53 patients,al_hf-4
uzz  xoor  eeootiiaall  hhiwppq,uzz  xoor  eeootiiaall  hhiwppq,205 marengo street,,,2567688400,al,,lauderdale,,acute care hospitals,205 marengo street,yes,,pn-2,pneumonia patients assessed and given pneumococcal vaccination,90%,174 patients,al_pn-2
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,2567688400,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-3b,,95%,137 patients,al_pn-3b
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,pneumonia patients given smoking cessation advice/counseling,35631,voluntary non-profit - other,,pneumonia,ppm--,pneumonia patients given smoking cessation advice/counseling,100%,65 patients,
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,,acute care hospitals,lauderdale,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,200 patients,al_pn-5c
10006,eliza coffee memorial hospital,220055  srrwfoottrreer,,,florence,al,33556611,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,,220055  srrwfoottrreer,pneumonia patients given the most appropriate initial antibiotic(s),91%,138 patients,al_pn-6
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,10006,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,88%,85 patients,al_pn-7
000066,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,,voluntary non-profit - other,,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,96%,107 patients,al_scip-card-2
10006,eliza coffee memorial hospital,,,,,al,35631,lauderdale,2567688400,,voluntary non-profit - other,eez,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,99%,457 patients,al_scip-inf-1
10006,eliza coffee memorial hospital,2200  nsfnngg  ttrreett,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,462 patients,ee,surgical infection prevention,wjr22,99%,99%,462 patients,al_scip-inf-2
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,,al_scip-inf-3,,acute care hospitals,voluntary non-profit - other,ssxob33,surgical infection prevention,ssxob33,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),94%,439 patients,al_scip-inf-3
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,,2567688400,205 marengo street,89%,yes,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,89%,130 patients,k__o--omff--
10006,eliza coffee memorial hospital,,,,florence,sll,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,surgical infection prevention,,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,619 patients,al_scip-inf-6
10006,eliza coffee memorial hospital,,,,10006,al,35631,,,acute care hospitals,al,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95%,242 patients,al_scip-vte-1
10006,zz  fooffrmmkpeiiqll  yoottqo,,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,92%,242 patients,al_scip-vte-2
mizell memorial hospital,mizell memorial hospital,702 n main st,,,opp,opp,36467,covington,3344933541,acute care hospitals,ljraarrubm--fff  --  tcaaree,,heart attack,ami-1,heart attack patients given aspirin at arrival,60%,5 patients,aaaau--
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,ccpggj,3344933541,acute care hospitals,,no,heart attack,ami-2,heart attack patients given aspirin at discharge,50%,2 patients,al_ami-2
,mizell memorial hospital,702 n main st,,,opp,al,mizell memorial hospital,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,wsrr  gaaxi,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,0 patients,al_ami-3
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,,ami-4,heart attack patients given smoking cessation advice/counseling,,0 patients,al_ami-4
1100,mizell memorial hospital,0022  nn  mmaab  ,,,,voluntary non-profit - private,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,,ydqeg  ttttaacc,,heart attack patients given beta blocker at discharge,100%,2 patients,al_ami-5
000077,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,,voluntary non-profit - private,no,heart attack,,heart attack,,0 patients,s__smmii
,mizell memorial hospital,702 n main st,,,opp,,36467,,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-8a,hhqrttaaoaagrss  ofosiittiib99  umdss  ooff  srrovvaall,,0 patients,al_ami-8a
59 patients,mizell memorial hospital,mizell memorial hospital,,,,al,36467,covington,,acute care hospitals,voluntary non-profit - private,no,hhdrrgiillf,hf-1,heart failure patients given discharge instructions,98%,59 patients,98%
10007,mizell memorial hospital,702 n main st,,,ppp,al,36467,covington,hf-2,acute care hospitals,,no,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,87%,76 patients,al_hf-2
,mizell memorial hospital,702 n main st,,,,,,covington,993344,acute care hospitals,voluntary non-profit - private,,eefy  sooirrd,hf-3,hheeaay  qllir  rrnntta  faaxeeumynkttoolsfbb  ffirr  kfftt  eennfccyoaayyalllddzffuunnccttijoe,64%,14 patients,al_hf-3
10007,,702 n main st,,,ooo,al_hf-4,36467,covington,3344443333554411,acute care hospitals,voluntary non-profit - private,no,heart failure,--44,heart failure patients given smoking cessation advice/counseling,100%,8 patients,al_hf-4
,mizell memorial hospital,702 n main st,,,opp,al,,covington,3344933541,acute care hospitals,voluntary non-profit - private,moo,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,87%,85 patients,al_pn-2
10007,mizell memorial hospital,702 n main st,,,opp,al,opp,covington,3344933541,sccttee  vaarrwhhwppiittsss,voluntary non-profit - private,,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,78%,64 patients,al_pn-3b
10007,nozzlleeooeqo  izogqk,702 n main st,,,opp,al,36467,,3344933541,100%,voluntary non-profit - private,702 n main st,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,28 patients,al_pn-4
3344933541,mizell memorial hospital,,,,opp,,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,opp,oeeuuooj,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95%,87 patients,al_pn-5c
10007,,702 n main st,,,opp,al,,covington,,,,no,ppmrmmjq,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),88%,57 patients,
,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,boo,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,90%,63 patients,al_pn-7
10007,mizell memorial hospital,,,,91%,al,mizell memorial hospital,covington,3344933541,,702 n main st,no,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,91%,11 patients,ll__wccuppfse--22
scip-inf-1,mizell memorial hospital,,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,101 patients,,88%,101 patients,al_scip-inf-1
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,,acute care hospitals,36467,jp,,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,91%,101 patients,al_scip-inf-2
,,702 n main st,,,opp,93%,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,100 patients,al_scip-inf-3
10007,mizell memorial hospital,aa  hhttssiefreuppiij  epzr  oe  ssifsrr  hooooeggllvzw))  odkkrttyddeeggvmgtooll  ii  ywaahiiggrw  zrrrh,,,opp,s,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,ssrrggiiaa  nndyk  rreeeebttii,scip-inf-4,aa  hhttssiefreuppiij  epzr  oe  ssifsrr  hooooeggllvzw))  odkkrttyddeeggvmgtooll  ii  ywaahiiggrw  zrrrh,,0 patients,__auppiiff--
10007,mizell memorial hospital,702 n main st,,,,al,36467,,3344933541,aafuuttw  fqf  yoowouqow,voluntary non-profit - private,no,,scip-inf-6,al_scip-inf-6,100%,123 patients,al_scip-inf-6
10007,mizell memorial hospital,,,,opp,al,36467,covington,33445544,acute care hospitals,,,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,87%,77 patients,al_scip-vte-1
