ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
10019,,1300 south montgomery avenue,,,ssffoll,al,35660,neeffrtoob,2563864556,acute care hospitals,al,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,4 patients,saakii
10019,helen keller memorial hospital,1300 south montgomery avenue,,,,100%,6666,jefferson,2563864556,acute care hospitals,government - hospital district or authority,100%,heart attack,ami-4,,100%,4 patients,al_ami-4
,al,1300 south montgomery avenue,,,sheffield,al,,jefferson,,,government - hospital district or authority,yes,heart attack,ami-5,jefferson,86%,14 patients,jefferson
00,helen keller memorial hospital,,,,35660,al,35660,,2563864556,acute care hospitals,government - hospital district or authority,yes,heart attack,aammii77q,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,aa__n--77s
10019,helen keller memorial hospital,jefferson,,,,,35660,jefferson,2563864556,,government - hospital district or authority,yes,,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
10019,sxuur  aayiaougk,1300 south montgomery avenue,,,sheffield,s,2563864556,ueeffdrrss,2563864556,sxuur  aayiaougk,government - hospital district or authority,yes,heart failure,heart failure,heart failure patients given discharge instructions,80%,114 patients,al_hf-1
,helen keller memorial hospital,1300 south montgomery avenue,,,hf-2,,,hf-2,2563864556,acute care hospitals,ivvwmw--  ssppiittll  ddiissttrrott  iaajghhitottu,yes,heart failure,hf-2,,99%,149 patients,al_hf-2
1300 south montgomery avenue,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,al,,jefferson,2255445555,acute care hospitals,government - hospital district or authority,heart failure,heart failure,hf-3,bwrrttsulluuteeaayiiee  ggiieejaaeembbkooerraav  g  g  geeyrrisrr  dhssttlloewguuccttu  ((cf,92%,37 patients,al_hf-3
10019,helen keller memorial hospital,1300 south montgomery avenue,,,sheffield,heart failure,35660,jefferson,2563864556,ccuuttcceeywkaass,,yyeess,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,41 patients,41 patients
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,mm11,3347938701,acute care hospitals,government - hospital district or authority,36302,,mm11,,98%,270 patients,al_ami-1
36302,,1108 ross clark circle,,,xttgqj,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,heart attack patients given aspirin at discharge,al_ami-2,ami-2,heart attack patients given aspirin at discharge,99%,516 patients,houston
1100000011,duuraaaaaansmmaammeeuo  feejttwrr,,,,dothan,al,36302,3347938701,3347938701,acute care hospitals,government - hospital district or authority,yy,daafr  aattttqcckk,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),96%,71 patients,ll__qnu33
,,,,,,al,36302,,3347938701,acute care hospitals,,,heart attack,acute care hospitals,heart attack patients given smoking cessation advice/counseling,100%,244 patients,
,southeast alabama medical center,1108 ross clark circle,,,dothan,ll,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,1108 ross clark circle,heart attack,mm--55,srrttttxkkosttoeennga  ggovvwjbbeeyvlloojeerrsgfiivhheee,99%,441 patients,al_ami-5
10001,southeast alabama medical center,,,,dothan,al,government - hospital district or authority,houston,,acute care hospitals,government - hospital district or authority,yes,hheeaagttttqj,10001,,,0 patients,ll__aanii--77aa
heart attack patients given pci within 90 minutes of arrival,al,1108 ross clark circle,,,,yes,,houston,yes,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,72%,40 patients,
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,,,yes,heart failure,,heart failure patients given discharge instructions,78%,455 patients,al_hf-1
10001,southeast alabama medical center,1108 ross clark circle,,,,aao,36302,,337711,,government - hospital district or authority,,337711,,drrtt  aakllyrree  oyueettssiibeeeecaallyuoop  offy  eemttccillaassdttilliif  k))  fgpb,99%,514 patients,al_hf-2
10001,,1108 ross clark circle,,,dothan,,,,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,heart failure,hhqg  raauytdoaattuvkvveennaaccknnhhkirr  oorr  qn  rr  oddttriifuusssyyssooiicc  uumooobllbssf)),91%,165 patients,al_hf-3
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,336600,yes,3347938701,acute care hospitals,government - hospital district or authority,yes,heart failure,hf-4,10001,100%,110 patients,sll__b--
pneumonia,southeast alabama medical center,10001,,,acute care hospitals,al,36302,houston,3347938701,acute care hospitals,government - hospital district or authority,yes,pneumonia,,pneumonia patients assessed and given pneumococcal vaccination,93%,191 patients,10001
000011,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,,,,government - hospital district or authority,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,89%,125 patients,al_pn-3b
10001,,,,,,al,336633,houston,,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,99%,107 patients,al_pn-4
10001,,al,,,dothan,al,36302,,,,,,,m55,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,92%,196 patients,al_pn-5c
10001,southeast alabama medical center,1108 ross clark circle,,,,aak,36302,houston,33998877,acute care hospitals,,yes,,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),80%,147 patients,33998877
10001,southeast alabama medical center,1108 ross clark circle,,,houston,uuee  aarr  aoiigaakss,,houston,3333440011,uuee  aarr  aoiigaakss,government - hospital district or authority,yes,pneumonia,,,84%,160 patients,al_pn-7
10001,southeast alabama medical center,,,,dothan,,36302,houston,3347938701,,government - hospital district or authority,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,72%,79 patients,al_scip-card-2
,al_scip-inf-1,1108 ross clark circle,,,dothan,al,,houston,3347938701,acute care hospitals,,,ztggiiaall  knneexiijotvvrnnttkj,scip-inf-1,zrrdrr  oqueemgwji  qweee  ggiib  aann  mttiioottiiv  s  ry  rrugttkeesutthhub  i  oondcoofd  dirrggtu))rooyeeko  dnntt  ujffdccttob,94%,399 patients,al_scip-inf-1
10001,surgery patients who were given the  right kind  of antibiotic to help prevent infection,10001,,,,,36302,houston,houston,,voobrrmmb  hhoott  ddiissry  oo  igyttu,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,98%,405 patients,voobrrmmb  hhoott  ddiissry  oo  igyttu
,southeast alabama medical center,1108 ross clark circle,,,eoottqm,aall,scip-inf-3,houston,3347938701,,,yes,surgical infection prevention,scip-inf-3,,88%,385 patients,al_scip-inf-3
,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,33998877,acute care hospitals,government - hospital district or authority,yes,96%,scip-inf-4,qkoydy  ssuuuppsttonnraee  vkioofduust  noooofllfiw))w  kkdpp  ynne  ggoo  fooy  m  geess  iigghhqtte  jef,96%,136 patients,al_scip-inf-4
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,3347938701,qfuutt  aarrppiigsllss,government - hospital district or authority,yes,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),90%,537 patients,
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al,36302,houston,,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,86%,185 patients,86%
10001,southeast alabama medical center,1108 ross clark circle,,,dothan,al_scip-vte-2,scip-vte-2,houston,3347938701,10001,,yes,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,83%,184 patients,3347938701
,marshall medical center south,2505 u s highway 431 north,,,l,al,,marshall,2565938310,acute care hospitals,government - hospital district or authority,wss,heart attack,kk--11,,80%,20 patients,
10005,mmaarrssok  suvaacceebyre  ssooib,2505 u s highway 431 north,,,boaz,al,35957,,2565938310,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-2,boaz,60%,5 patients,
10005,marshall,,,,government - hospital district or authority,,35957,marshall,,acute care hospitals,government - hospital district or authority,yes,heart attack,ami-3,yes,100%,2 patients,al_ami-3
,marshall medical center south,,,,boaz,marshall,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,government - hospital district or authority,marshall medical center south,marshall medical center south,heart attack patients given smoking cessation advice/counseling,,0 patients,al_ami-4
10005,,100%,,,boaz,al,,marshall,2565938310,acute care hospitals,government - hospital district or authority,,heart attack,,,100%,5 patients,qqmmo55
1100000055,marshall medical center south,0055ysshhiigghhsh  jieb,,,boaz,al,35957,,22556633,,government - hospital district or authority,yes,0 patients,ami-7a,eetsttttsfkkoaaiinngd  iivvr  bbrrkyyttx  dddiixqkoonnkjbmmmtteessg  aafkgqo,,0 patients,
10005,,2505 u s highway 431 north,,,,al,,kaafsshhaallll,2565938310,acute care hospitals,ootdjtt  hhoro  ssgekccp  yhhoorriiyy,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,marshall medical center south,acute care hospitals,government - hospital district or authority,yes,y  ffukf,hf-1,heart failure patients given discharge instructions,78%,110 patients,al_hf-1
,heart failure patients given an evaluation of left ventricular systolic (lvs) function,2505 u s highway 431 north,,,boaz,al,35957,marshall,,acute care hospitals,government - hospital district or authority,yes,heart failure,160 patients,heart failure patients given an evaluation of left ventricular systolic (lvs) function,99%,160 patients,r
10005,marshall medical center south,2255    iiteaah3311  jrry,,,boaz,al,35957,marshall,marshall medical center south,aavjrrqeeypssppiigllss,government - hospital district or authority,yes,aafgskllrrw,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),90%,69 patients,al_hf-3
,marshall medical center south,2505 u s highway 431 north,,,,al,,marshall,,10005,government - hospital district or authority,,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,94%,34 patients,soff--44
10005,,5500  uuiigggsqyy33nnoorrg,,,boaz,al,35957,marshall,2565938310,acute care hospitals,yes,yes,pneumonia,pn-2,pn-2,97%,172 patients,al_pn-2
2565938310,marshall medical center south,2505 u s highway 431 north,,,boaz,al,,marshall,2565938310,,marshall,,marshall medical center south,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,97%,120 patients,pn-3b
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,97%,98 patients,al_pn-4
,marshall medical center south,2505 u s highway 431 north,,,,ll,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,marshall,2565938310,acute care hospitals,,,pneumonia,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,211 patients,
10005,marshall,,,,boaz,al,35957,marshall,2565938310,acute care hospitals,government - hospital district or authority,yes,,nn,pneumonia patients given the most appropriate initial antibiotic(s),92%,175 patients,al_pn-6
10005,,118 patients,,,boaz,al,35957,marshall,,sxuurw  ccrbpssoiiy,government - hospital district or authority,,pneumonia,pn-7,eeookaa  gnnga  aawwwdddb  vveenn  onnllwnns  vvaaffmiioonn,81%,118 patients,al_pn-7
,marshall medical center south,,,,boaz,al,35957,2565938310,35957,acute care hospitals,government - hospital district or authority,yes,,scip-card-2,14 patients,36%,14 patients,al_scip-card-2
000000,96%,,,,35957,al,35957,marshall,2565938310,acute care hospitals,35957,boaz,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,96%,168 patients,al_scip-inf-1
00,marshall medical center south,,,,boaz,al,35957,nq,2565938310,acute care hospitals,acute care hospitals,,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,93%,167 patients,al_scip-inf-2
10005,al_scip-inf-3,95%,,,iq,al,35957,aasshhk,2565938310,,government - hospital district or authority,yes,,,,95%,158 patients,al_scip-inf-3
all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,marshall medical center south,,,,boaz,al,35957,marshall,2565938310,marshall,,yes,surgical infection prevention,2565938310,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,
10005,marshall medical center south,55uu  jiihh33brrtt,,,boaz,al,35957,gsll,,acute care hospitals,government - hospital district or authority,yes,euccso  uttiilmpprrdjttoom,,,100%,237 patients,al_scip-inf-6
10005,marshall medical center south,2505 u s highway 431 north,,,boaz,al,35957,,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,78%,76 patients,al_scip-vte-1
10005,surgical infection prevention,2505 u s highway 431 north,,,,al,35957,mmaarrdgqllo,2565938310,acute care hospitals,government - hospital district or authority,yes,surgical infection prevention,surgical infection prevention,osttmsswwooygtymm    qtt  rhheeowwiittyiinn  22  gooi  ncrrr  oo  ffrfttbiieauurrggdeyy  oohhoopprreegnnoox  vooo  aaffeecceeegbee  oo  ssfteet,74%,76 patients,
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,,lauderdale,heart attack,acute care hospitals,voluntary non-profit - other,yes,heart attack,,heart attack patients given aspirin at arrival,97%,159 patients,
10006,,205 marengo street,,,florence,aak,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,,heart attack,ami-2,,96%,247 patients,heart attack patients given aspirin at discharge
heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),,,,,florence,lauderdale,,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),93%,43 patients,
,35631,205 marengo street,,,ffooemccd,al,35631,acute care hospitals,2567688400,acute care hospitals,voluntary non-profit - other,lauderdale,heart attack,lauderdale,heart attack patients given smoking cessation advice/counseling,100%,103 patients,al_ami-4
10006,eliza coffee memorial hospital,,,,florence,al,35631,10006,2567688400,227 patients,10006,,,ami-5,heart attack patients given beta blocker at discharge,96%,227 patients,al_ami-5
rrrqttyaavkk,yes,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,rrrqttyaavkk,ami-7a,2567688400,,0 patients,al_ami-7a
10006,,205 marengo street,,,florence,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,2567688400,,ami-8a,hheey  aattaavmqoja  ggbeenn  qojonn9900nuutteea  icaarriiaao,98%,61 patients,61 patients
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,hf-1,2567688400,205 marengo street,,yes,heart failure,hf-1,heart failure patients given discharge instructions,79%,217 patients,al_hf-1
0000,,acute care hospitals,,,dlloorrnnee,al,3355663311,lauderdale,2567688400,acute care hospitals,2567688400,yes,heart failure,hh--,heart failure patients given an evaluation of left ventricular systolic (lvs) function,97%,259 patients,
10006,eliza coffee memorial hospital,hf-3,,,,al,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,82%,heart failure,hf-3,,82%,84 patients,
66,66,205 marengo street,,,florence,,35631,lauderdale,2567688400,acute care hospitals,,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,53 patients,al_hf-4
10006,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,,2567688400,35631,voluntary non-profit - other,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,90%,174 patients,
pn-3b,eliza coffee memorial hospital,205 marengo street,,,florence,,35631,lauderdale,2567688400,acute care hospitals,voluntary non-profit - other,yes,pneumonia,pn-3b,oeeykl  oaayeeysyooeejoiik  dmmdfeecctmm  nllioodd  jyrrwwaazodlrrnd  k  oo  tthhd  sddmmkttlgtthh  ffdy  pags  elrsmiiniikss,95%,137 patients,35631
10006,eliza coffee memorial hospital,205 marengo street,,,florence,,100%,lauderdale,77668844,acute care hospitals,voluntary non-profit - other,acute care hospitals,,3311,pneumonia patients given smoking cessation advice/counseling,100%,65 patients,al_pn-4
00,oiizzaagmmmmoofaa  hhiwoursll,35631,,,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,al,35631,,2567688400,acute care hospitals,ueess,ueess,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,96%,200 patients,al_pn-5c
10006,eliza coffee memorial hospital,al_pn-6,,,florence,al,,lauderdale,2567688400,91%,voluntary non-profit - other,yyss,pneumonia,ppnn,pneumonia patients given the most appropriate initial antibiotic(s),91%,138 patients,al_pn-6
10006,eliza coffee memorial hospital,205 marengo street,,,,al,ppwuummjksppsgiirb  ssweessdd  aa  wiijjeemzzqvvsviiyiil,qjreee,2567688400,acute care hospitals,ooouutt  blorroorug--  wrr,,pneumonia,pn-7,ppwuummjksppsgiirb  ssweessdd  aa  wiijjeemzzqvvsviiyiil,88%,85 patients,al_pn-7
2567688400,eliza coffee memorial hospital,205 marengo street,,,florence,,35631,lauderdale,2567688400,acute care hospitals,10006,yes,surgical infection prevention,scip-card-2,yggdh  ppdrwwhhwweerrttaaiinnh  hhwaatt  ddyggwccaalllldd  bbeetts  ncckkeerrwbbdoof  piinnggoo  r  jwaak  wwj  eeeij  ghhee  heettaabboolwrra  uurrjgg  yee  ppeeuiy  eerootw  qfqffeerrtteeii  drrggeeyy,96%,107 patients,sllwvuo--ccaarr--
10006,,,,,florence,al,35631,lauderdale,2567688400,uutt  xrrwydykss,,d,surgical infection prevention,scip-inf-1,ssrrggt  oqttkwttaqpwwtr  viivvm  qb  snnyooosttrhhrv  giikr  ((wwiiyhhiinn  pmrhhoouutbbeeroorrdieggrrryy  oojrllpp  rrwgffrvttk,99%,457 patients,
eliza coffee memorial hospital,eliza coffee memorial hospital,55  nednnggi  sseeeer,,,florence,aao,35631,,,acute care hospitals,,yes,,scip-inf-2,,99%,462 patients,al_scip-inf-2
yes,eliza coffee memorial hospital,55mmeejfoo  ssttfee,,,florence,al,35631,lauderdale,2567688400,surgical infection prevention,voluntary non-profit - other,yes,surgical infection prevention,dcckooff33,,94%,439 patients,al_scip-inf-3
10006,okss  ccgeeee  rkqllooauaa,00mmqdnnggssttrreeeett,,,florence,al,35631,yes,2567688400,acute care hospitals,voluntary non-profit - other,yes,,scip-inf-4,ogqeg  wuuggeeppqtteejwhhoosseeox  uufaat((bbllggouuoow  iiss  dpptt  ymddeeooooddljrroo  nn    faaa  rrvgtt  dg  ssyfheetyy,89%,130 patients,al_scip-inf-4
10006,eliza coffee memorial hospital,205 marengo street,,,florence,acute care hospitals,35631,,2567688400,acute care hospitals,,al_scip-inf-6,surgical infection prevention,acute care hospitals,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,619 patients,al_scip-inf-6
,eliza coffee memorial hospital,205 marengo street,,,florence,al,35631,lauderdale,2567688400,,voluntary non-profit - other,,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,95%,242 patients,
,eliza coffee memorial hospital,205 marengo street,,,,al,35631,lauderdale,2567688400,acute care hospitals,,ee,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,92%,242 patients,
acute care hospitals,mizell memorial hospital,7722naaiissr,,,opp,al,36467,pvviimggttnn,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,,heart attack patients given aspirin at arrival,60%,5 patients,al_ami-1
10007,mizell memorial hospital,opp,,,opp,ll,36467,,3344933541,acute care hospitals,cookytnnoob--pprroory--  kbaatt,,heart attack,ami-2,heart attack patients given aspirin at discharge,50%,2 patients,
mizell memorial hospital,mizell memorial hospital,702 n main st,,,opp,aa,6666,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,,geesyttttaavkk  ottiirnng  wmaaveeiiuvkgoorroo  sbbcoof  lldd  vveetteiillaarrzssttoollkxyycjccnn  ((zx)),,0 patients,al_ami-3
10007,mizell memorial hospital,baaiinnd,,,opp,0 patients,36467,covington,3344933541,acute care hospitals,,no,heart attack,ami-4,,,0 patients,al_ami-4
,,702 n main st,,,opp,acute care hospitals,36467,covington,33444499334411,acute care hospitals,voluntary non-profit - private,no,heart attack,,,100%,2 patients,
11,xeeonmmrrullhhooppttk,7722  mmskr,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,,0 patients,al_ami-7a
10007,,00  nn  mmkm  a,,,opp,al,36467,covington,heart attack,acute care hospitals,voluntary non-profit - private,,heart attack,,heart attack patients given pci within 90 minutes of arrival,,0 patients,al_ami-8a
10007,acute care hospitals,acute care hospitals,,,opp,,,covington,3344933541,acute care hospitals,pirstyy  oo--ooiippkvvaaree,no,,hf-1,,98%,59 patients,
87%,mizell memorial hospital,,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,87%,76 patients,al_hf-2
10007,14 patients,702 n main st,,,opp,al,,cclvvkggoo,,acute care hospitals,voluntary non-profit - private,no,heart failure,al,702 n main st,64%,14 patients,al_hf-3
10007,mizell memorial hospital,702 n main st,,,oopppp,al,36467,3344933541,3344933541,acute care hospitals,vvllbttaah  nnbotgktt  --fvvqgr,no,heart failure,bg44,heart failure patients given smoking cessation advice/counseling,100%,8 patients,vvllbttaah  nnbotgktt  --fvvqgr
10007,mizell memorial hospital,,,,oopp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,,pneumonia,,pneumonia patients assessed and given pneumococcal vaccination,87%,85 patients,al_pn-2
10007,niixdll  mmkooiiqhhiittll,702 n main st,,,opp,,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,pneumonia,,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,78%,64 patients,al_pn-3b
mizell memorial hospital,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,444455,acute care hospitals,voluntary non-profit - private,nn,pneumonia,--,444455,100%,28 patients,al_pn-4
10007,,voluntary non-profit - private,,,,q,3344933541,,3344933541,acute care hospitals,voluntary non-profit - private,,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95%,87 patients,al_pn-5c
10007,,,,,opp,al,36467,covington,3344933541,acute care hospitals,voluntary non-profit - private,no,pneumonia,,nniooiiq  ppaayiiwnn  oceejr  nd  opprrpppseeoruaaksnnooofd,88%,57 patients,
10007,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,,,voluntary non-profit - private,no,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,90%,63 patients,36467
surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,mizell memorial hospital,77m  aaiinnssy,,,opp,al,36467,ccoovvoggoo,3344933541,,3344933541,opp,,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,91%,11 patients,al_scip-card-2
10007,mizell memorial hospital,,,,opp,al,36467,covington,3344933541,sccreeccr  ydottaao,voluntary non-profit - private,no,covington,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,101 patients,al_scip-inf-1
,mizell memorial hospital,,,,opp,al,,covington,3344933541,acute care hospitals,voluntary non-profit - private,,surgical infection prevention,91%,surgery patients who were given the  right kind  of antibiotic to help prevent infection,91%,101 patients,
10007,mizell memorial hospital,77j  nnztt,,,opp,,36467,surgical infection prevention,aak__dcciipp--ff,,lkjqrryy  oopprriffkrogaaw,,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,100 patients,aak__dcciipp--ff
0000,mizell memorial hospital,,,,opp,al,36467,covington,3344933541,xydaar  bpwiittqk,,no,surgical infection prevention,acckppiibff44,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,,0 patients,
,mizell memorial hospital,702 n main st,,,opp,al,36467,covington,3344933541,acute care hospitals,,no,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,123 patients,
10007,,,,,opp,al,,fiibggttoo,3344933541,,,no,,,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,87%,77 patients,al_scip-vte-1
10007,mizell memorial hospital,,,,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,,,covington,3344933541,acute care hospitals,voluntary non-profit - private,zyrrggiiaaooccriioonn  rreebrnnyiiinn,zyrrggiiaaooccriioonn  rreebrnnyiiinn,ssppb22,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,88%,76 patients,al_scip-vte-2
